UPC,ASIN,Amazon_Price,Walmart_Price,My_List_Price_UPC/Amz/Wal,Lowest_Ebay_Price,Highest_Ebay_Price,Mean_eBay_Price,Std_Dev,Coeff_of_Variation_%,CV_Confidence,IQR,IQR_Confidence,Median_Abs_Deviation,MAD_Confidence,Range_to_Mean_%,Range_Confidence,eBay_Prices
725182013111.0,B00004S9GT,La Pavoni PB Large Base with Sliding Drawer Black,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
75609000980.0,B000052YQ3,Olay Complete Lotion Moisturizer with SPF 15 Sensitive 6.0 oz,,,12.5,22.95,17.936,3.400840419007565,18.960974682245567,Cautious,4.6075,Review,2.6449999999999996,Cautious,58.26271186440678,Review,"[12.5, 14.5, 15.48, 15.52, 17.89, 18.4, 20.0, 20.13, 21.99, 22.95]"
371687660147.0,B00014HIWS,Garlique Garlic Extract Supplement Healthy Cholesterol Formula Odorless & Vegan 60 Caplets,,,13.99,16.99,15.773000000000001,1.0642999785983474,6.747606533939942,Confident,1.6075,Cautious,0.9999999999999991,Confident,19.019844037278883,Cautious,"[13.99, 14.42, 14.99, 15.57, 15.84, 15.95, 16.0, 16.99, 16.99, 16.99]"
808709811541.0,B000C9QEF4,ACDelco GM Original Equipment PF2232 Engine Oil Filter,,,11.9,14.75,13.398,1.2624737621035933,9.422852381725582,Confident,2.4450000000000003,Cautious,0.6749999999999998,Confident,21.271831616659203,Review,"[11.9, 11.95, 11.99, 11.99, 13.95, 14.08, 14.24, 14.5, 14.63, 14.75]"
46798258452.0,B000HHLKRI,TetraFauna ReptoFilter Filter Cartridges Size Medium Filter Cartridge Refills 3 Count,,,7.99,13.0,10.809,1.6135292580758076,14.927646017909222,Cautious,2.1449999999999996,Cautious,1.255,Cautious,46.35026366916459,Review,"[7.99, 8.99, 9.99, 9.99, 11.0, 11.04, 11.04, 12.5, 12.55, 13.0]"
737870607106.0,B000PC318Q,Life Extension DHEA 25 mg – For Hormone Balance Immune Support Sexual Health and Anti-Aging - Supports Memory & Mood - Non-GMO Gluten-Free Vegetarian - 100 Dissolve-In-Mouth Tablets,,,10.5,16.95,13.837,2.4378863796329804,17.6186050417936,Cautious,4.2575,Review,1.4749999999999988,Confident,46.6141504661415,Review,"[10.5, 10.95, 10.99, 12.0, 14.99, 15.0, 15.5, 15.5, 15.99, 16.95]"
43156892259.0,B000R80S5C,Schlage FE595 PLY 626 ELA Plymouth Keypad Entry with Flex-Lock and Elan Style Levers Brushed Chrome,,,179.99,,196.635,23.53958474570016,11.971207946550798,Cautious,16.64500000000001,Confident,16.644999999999996,Confident,16.92984463600071,Cautious,"[179.99, 213.28]"
609032478971.0,B000WQZ5PC,Yankee Candle Lemon Lavender Scented Classic 22oz Large Jar Single Wick Candle Over 110 Hours of Burn Time Ideal for Gifting Events and Home Fragrance,,,22.0,34.0,27.55,4.3298062568921285,15.716175161132954,Cautious,5.5,Cautious,3.5,Cautious,43.55716878402904,Review,"[22.0, 22.5, 24.0, 26.0, 26.5, 26.5, 30.0, 30.0, 34.0, 34.0]"
371687300326.0,B0014G59F0,Pamprin Multi-Symptom Formula with Acetaminophen Menstrual Period Symptoms Relief including Cramps Pain Bloating and Irritability 40 Caplets,,,9.99,,11.809999999999999,1.6803571049035975,14.228256603756117,Cautious,2.26,Cautious,1.2100000000000009,Cautious,39.03471634208298,Review,"[9.99, 9.99, 10.79, 12.0, 12.5, 12.8, 14.6]"
300680418301.0,B001F0R76O,Citrucel Powder Orange Flavor Fiber Therapy for Occasional Constipation Relief 30 ounce,,,14.98,28.1,24.39,3.898389981061982,15.983558757941708,Cautious,2.330000000000002,Confident,1.490000000000002,Confident,53.79253792537926,Review,"[14.98, 21.0, 24.37, 24.5, 24.99, 25.0, 25.99, 26.98, 27.99, 28.1]"
767644275408.0,B001G7QTB0,Geritol Multi-Vitamin Nutritional Support Tablets Balance of 26 Essential Vitamins and Minerals 100-Count Bottles (Pack of 2),,,13.99,17.0,15.706999999999999,0.9569982003930596,6.092813397803907,Confident,1.4225000000000012,Confident,0.8299999999999992,Confident,19.163430317692747,Cautious,"[13.99, 14.98, 14.99, 14.99, 15.53, 16.15, 16.36, 16.43, 16.65, 17.0]"
37000434870.0,B001TH7K0G,Metamucil Daily Psyllium Husk Powder Supplement 3-in-1 Fiber Supplement for Digestive Health Plant Based Fiber Supplement 300ct Capsules,,,17.77,29.0,25.032,3.8552325192882693,15.401216520007468,Cautious,4.695,Cautious,2.630000000000001,Cautious,44.86257590284436,Review,"[17.77, 19.85, 23.0, 24.5, 24.99, 26.5, 27.5, 28.26, 28.95, 29.0]"
884903923068.0,B001W6RHOS,Benecalorie Calorie and Protein Enhancer - Unflavored (330 Calories 7g Protein) - 1.5 fl oz Cups 24 Pack,,,13.12,60.15,49.349000000000004,14.34023822055346,29.058822307551235,Review,9.125,Cautious,5.369999999999994,Confident,95.30081663255588,Review,"[13.12, 38.0, 48.0, 52.0, 52.99, 55.0, 55.5, 59.0, 59.73, 60.15]"
17163003526.0,B004LO9KSY,API TAP WATER CONDITIONER Aquarium Water Conditioner 16-Ounce Bottle,,,11.99,20.75,16.796999999999997,2.89066716635912,17.2094252923684,Cautious,4.379999999999999,Review,2.369999999999999,Cautious,52.152170030362576,Review,"[11.99, 13.98, 14.25, 15.69, 15.75, 17.75, 18.99, 18.99, 19.83, 20.75]"
70018049216.0,B005F1IKU6,Nioxin System 1 Scalp Activating Treatment for Fine Natural Normal-Thin Hair 6.8 Ounce,,,15.99,21.99,19.349,2.235945984241221,11.555873607117789,Cautious,3.0450000000000017,Cautious,1.4000000000000004,Confident,31.009354488604053,Review,"[15.99, 15.99, 16.99, 19.85, 19.95, 19.99, 20.0, 21.0, 21.74, 21.99]"
97855067166.0,B005R3D8TA,Usb Keyboard And Mouse Combo Plug-And-Play,,,15.99,22.5,19.598000000000003,2.6441583411992053,13.491980514334143,Cautious,4.550000000000001,Review,1.8999999999999986,Confident,33.21767527298704,Review,"[15.99, 15.99, 17.0, 17.8, 20.2, 21.0, 21.0, 22.0, 22.5, 22.5]"
755332127177.0,B0097PF0VI,Bar Soap - Aqua by Zest for Women - 8 x 4 oz Bar Soap,,,17.91,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[17.91]
20066198657.0,B00EQGIUQ0,Painter's Touch Ultra Cover Latex Paint Dark Gray Gloss Qt.,,,19.99,39.57,29.453000000000003,6.097077715321223,20.70104137208849,Review,8.8,Review,4.545000000000002,Cautious,66.47879672698876,Review,"[19.99, 23.0, 25.0, 25.64, 28.32, 30.92, 33.57, 34.09, 34.43, 39.57]"
658010114202.0,B00H4HYWGA,Vitamin Code 50 and Wiser Men's Formula - 240 ct,,,21.99,28.12,25.057,2.1116557484590146,8.427408502450472,Confident,3.0700000000000003,Cautious,1.67,Confident,24.464221574809446,Review,"[21.99, 22.99, 22.99, 23.98, 24.95, 24.99, 26.24, 26.33, 27.99, 28.12]"
829835001699.0,B00IIZPW70,Amazing Grass Green Superfood Immunity: Super Greens Powder with Vitamin C Cordyceps Beet Root Powder & Reishi Mushrooms Tangerine 30 Servings,,,25.5,,36.624,12.412182725048808,33.89084405048276,Review,9.900000000000002,Review,5.469999999999999,Cautious,85.38117081695063,Review,"[25.5, 29.99, 30.97, 39.89, 56.77]"
78716111709.0,B00LBGQ0CY,Augason Farms Cooked Freeze Dried White Meat Chicken Dices Can Emergency Food Supply Everyday Meals 15 Servings,,,59.99,98.98,89.811,13.125156887951222,14.614197467961853,Cautious,13.620000000000005,Cautious,2.375,Confident,43.41339034194029,Review,"[59.99, 75.89, 82.97, 91.33, 94.23, 98.68, 98.68, 98.68, 98.68, 98.98]"
732454071533.0,B00MXCRAX8,Lutron Caseta Original Smart Dimmer Switch Starter Kit with Pico Remote Wall Plate and Smart Hub Works with Alexa Apple Home and Google Home 3 Way 150W No Neutral Req P-BDG-PKG1W,,,89.93,,131.27666666666667,35.80726369514058,27.276182892471812,Review,31.00999999999999,Review,0.0,Confident,47.2437346063022,Review,"[89.93, 151.95, 151.95]"
77212005734.0,B00MY4RK4O,Bosch BE727H Blue Disc Brake Pad Set with Hardware for Select Chevrolet Classic Malibu; Oldsmobile Alero Cutlass; and Pontiac Grand Am - FRONT,,,40.03,,45.03666666666666,6.047170137069625,13.427215166315504,Cautious,1.7025000000000077,Confident,1.1300000000000026,Confident,37.68040855599142,Review,"[40.03, 42.16, 43.29, 43.32, 44.42, 57.0]"
885911363006.0,B00ODN0S70,DEWALT 20V MAX Cordless Reciprocating Saw Compact Variable Speed LED Light Bare Tool Only (DCS387B),,,67.1,196.0,148.45700000000002,36.27106010459456,24.432030894194654,Review,38.859999999999985,Review,20.02499999999999,Cautious,86.82648847814518,Review,"[67.1, 131.74, 131.75, 137.1, 144.61, 150.0, 171.79, 172.0, 182.48, 196.0]"
97855096739.0,B00P43PCI8,Logitech M185 Wireless Mouse,,,8.21,13.99,11.614,2.0345144110791864,17.51777519441352,Cautious,3.227499999999999,Review,1.6500000000000004,Cautious,49.76752195625968,Review,"[8.21, 9.58, 9.89, 10.0, 12.0, 12.59, 12.68, 13.3, 13.9, 13.99]"
784276067782.0,B00QMYIPGY,Lutron Pico Remote for Caseta Smart Dimmer Switch (PJ2-3BRL-GWH-L01),,,17.95,27.6,22.657,3.5869734998866236,15.831634814347106,Cautious,5.747499999999999,Review,3.164999999999999,Cautious,42.59169351635257,Review,"[17.95, 18.75, 19.67, 20.0, 22.0, 23.0, 24.0, 26.0, 27.6, 27.6]"
851770003377.0,B00RWWOKL4,Orgain Organic Vegan Meal Replacement Protein Powder Vanilla,,,37.99,,51.0325,8.620909381928833,16.89297875261614,Cautious,12.667499999999997,Review,0.020000000000003126,Confident,37.329152990741186,Review,"[37.99, 38.92, 46.19, 57.0, 57.04, 57.04, 57.04, 57.04]"
814832021313.0,B015NS22N6,ExpertPower YTX7A-BS 12 V 7 Ah Lead-Acid Battery,,,20.0,40.86,36.546,6.141218120210355,16.804077382505213,Cautious,3.7524999999999977,Cautious,1.9300000000000033,Confident,57.07875006840693,Review,"[20.0, 35.08, 35.84, 36.66, 38.04, 38.97, 39.64, 39.85, 40.52, 40.86]"
765809252097.0,B01CPH574E,WIX FILTR LD 51358XP Oil Filters,,,17.02,21.93,20.527,1.424937035645981,6.9417695505723245,Confident,1.2624999999999993,Confident,0.7050000000000001,Confident,23.91971549666293,Review,"[17.02, 19.96, 20.09, 20.18, 20.67, 20.99, 21.0, 21.5, 21.93, 21.93]"
859805006324.0,B01E67SEC8,Zhou Spirulina Powder - Blue Green Spirulina Superfood for Women & Men with Vegan Protein Chlorophyll & Phycocyanin for Smooth Energy & Longevity Drink Mix for Smoothies - 6 oz Jar (48 Servings),,,28.97,,36.742222222222225,8.71246345441084,23.712402047205018,Review,11.510000000000002,Review,6.010000000000002,Cautious,63.305915084069184,Review,"[28.97, 28.99, 28.99, 28.99, 35.0, 40.5, 40.5, 46.51, 52.23]"
70177174361.0,B01FRP27QM,Twinings Earl Grey Lavender Tea 20 ct (Pack of 6),,,5.46,30.49,13.812000000000001,8.015565135687217,58.03334155580087,Review,4.984999999999999,Review,2.925,Review,181.21922965537212,Review,"[5.46, 8.0, 9.49, 9.99, 9.99, 10.5, 13.85, 14.85, 25.5, 30.49]"
855553005381.0,B01H30LN6E,SoCozy Kids Swim 3-in-1 Shampoo + Conditioner + Body Wash (10.5 fl oz),,,8.5,16.15,13.104999999999999,2.355906289402115,17.97715596644117,Cautious,1.5074999999999985,Cautious,0.9099999999999993,Confident,58.37466615795498,Review,"[8.5, 10.0, 12.39, 12.99, 13.5, 13.7, 13.98, 14.07, 15.77, 16.15]"
72140016548.0,B01IAFK9FM,NIVEA MEN Sensitive Cooling Shaving Gel 7 oz (Pack of 6),,,8.76,13.99,11.454,1.6020070744746,13.986442068051335,Cautious,1.705,Cautious,0.9699999999999998,Confident,45.66090448751528,Review,"[8.76, 9.9, 10.31, 10.99, 11.0, 11.85, 11.99, 12.25, 13.5, 13.99]"
885911260800.0,B01IFLI7JG,DeWalt DCG412B 20 V MAX 4-1/2″ Cut-Off Tool (Tool Only),,,69.99,99.99,89.602,9.278595200184611,10.355343854137866,Cautious,10.834999999999994,Cautious,7.480000000000004,Confident,33.481395504564624,Review,"[69.99, 83.0, 84.0, 84.99, 89.99, 94.0, 95.0, 95.11, 99.95, 99.99]"
748927021356.0,B01IVWB6FQ,Optimum Nutrition Creatine 2500 Capsules 300 ct,,,19.44,42.0,33.358,7.881853701876088,23.6280763291447,Review,13.422500000000003,Review,4.504999999999999,Cautious,67.62995383416272,Review,"[19.44, 24.9, 24.99, 30.3, 35.99, 36.99, 38.99, 39.99, 39.99, 42.0]"
726630038304.0,B01MZG5KNP,Sunco PAR30 LED Bulb 11 W 3000 K (10-pack),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
48598157775.0,B01N2HX5HT,Monroe Strut-Mate 909918 Suspension Strut Mount,,,26.95,33.43,31.677,2.3738952986365867,7.494066037303364,Confident,0.6325000000000003,Confident,0.2000000000000064,Confident,20.456482621460367,Review,"[26.95, 27.5, 32.05, 32.72, 32.72, 32.73, 32.82, 32.86, 32.99, 33.43]"
77924048142.0,B01N3NJW3G,Weber 7175 Charcoal Kettle Grill Cover 18″,,,17.1,24.99,20.17,2.329592238998061,11.54978799701567,Cautious,2.9224999999999994,Cautious,1.5050000000000008,Confident,39.11750123946453,Review,"[17.1, 17.99, 18.04, 18.99, 19.99, 20.2, 21.2, 21.2, 22.0, 24.99]"
742797764740.0,B01N4RXHLX,Burt’s Bees Itch Soothing Shampoo for Dogs with Honeysuckle,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
734357219906.0,B06X9GGNZC,Battery Tender Junior 12 V 800 mA Charger & Maintainer,,,20.85,45.0,39.82000000000001,7.0478838431593545,17.699356713107367,Cautious,4.347500000000004,Cautious,1.2749999999999986,Confident,60.64791562029129,Review,"[20.85, 39.95, 39.99, 39.99, 39.99, 39.99, 42.5, 44.95, 44.99, 45.0]"
94733160247.0,B06ZYW6HDK,HotHands Hand & Toe Warmers Combo Pack (24/8),,,20.79,33.54,29.72,3.613127300399045,12.157225102284809,Cautious,2.004999999999999,Confident,1.0500000000000025,Confident,42.90040376850606,Review,"[20.79, 26.8, 29.3, 29.99, 30.89, 30.89, 31.41, 31.5, 32.09, 33.54]"
755970407815.0,B071JWGTFR,Cosequin Senior Joint Health Supplement for Dogs 120 ct,,,35.15,,47.379999999999995,12.429589695561154,26.233832198313962,Review,12.425000000000004,Review,11.840000000000003,Review,52.44829041789786,Review,"[35.15, 46.99, 60.0]"
33674115374.0,B073H8DK2J,Nature’s Way Alive! Women’s 50+ Daily Gummy Multivitamins,,,14.99,36.0,25.232,6.1864705428683475,24.51835186615547,Review,3.7799999999999976,Cautious,2.2699999999999996,Confident,83.26727964489537,Review,"[14.99, 19.0, 22.3, 24.0, 24.99, 24.99, 25.5, 26.84, 33.71, 36.0]"
897922002355.0,B075VYSLV8,PBfit Chocolate Peanut Butter Powder 15 oz (Pack of 6),,,10.33,,13.057500000000001,2.0486316571474403,15.689310029848288,Cautious,1.3175000000000008,Cautious,1.0250000000000004,Confident,38.062416235879766,Review,"[10.33, 13.25, 13.35, 15.3]"
859730006475.0,B07999PRWM,Beyond Paint All-in-One Silver Metallic 1 pint,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
47469073329.0,B079TD92GS,Natrol Melatonin Gummies 5 mg Strawberry 90 ct,,,13.5,24.0,17.96,2.8216386098231014,15.710682682756689,Cautious,2.2449999999999974,Cautious,1.375,Confident,58.46325167037861,Review,"[13.5, 15.32, 16.2, 17.55, 17.9, 17.95, 18.28, 18.95, 19.95, 24.0]"
10343934870.0,B07BLZ93RX,Epson 302 Claria Premium Ink Standard Capacity Combo Pack,,,34.95,59.76,45.227,7.161829452808206,15.835296289402805,Cautious,5.774999999999999,Cautious,3.974999999999998,Confident,54.85661220067658,Review,"[34.95, 39.95, 39.99, 42.0, 44.95, 44.99, 45.0, 46.69, 53.99, 59.76]"
723497239752.0,B07DVZ515Z,MOZA Racing KS 300 mm Butterfly-Style GT Steering Wheel,,,385.0,,447.80999999999995,49.48888157960331,11.051312293071462,Cautious,68.755,Cautious,23.600000000000023,Confident,26.7970791183761,Review,"[385.0, 389.06, 457.8, 475.0, 475.0, 505.0]"
357896101107.0,B07F2CNJQQ,GeriCare Acetaminophen 325 mg 1000 tablets,,,17.95,,22.42,2.4248041157998728,10.815361801069905,Cautious,3.5600000000000023,Cautious,2.2900000000000027,Cautious,30.553077609277434,Review,"[17.95, 19.99, 21.24, 21.92, 22.28, 24.0, 24.8, 24.8, 24.8]"
659781666938.0,B07FMP1Y31,Juven Therapeutic Nutrition Powder Orange 30 pack,,,89.0,,120.05,27.08938045310991,22.56508159359426,Review,42.94,Review,22.0,Cautious,54.76884631403583,Review,"[89.0, 95.0, 101.86, 117.0, 127.99, 154.75, 154.75]"
46798410027.0,B07G7GRM2M,Tetra 41002 Stay Clean Bio-Bag Medium 8 Pack,,,17.0,,23.33,6.506665812841474,27.889694868587544,Review,6.5,Review,5.989999999999998,Review,55.72224603514788,Review,"[17.0, 22.99, 30.0]"
